code_statut_contrat,codeperiodicite,dateEffet,datefin,duree,idassure,id_souscripteur,police,prime,produitcode
1,12,null,null,null,101003589,null,101003589,269784,50
1,12,null,null,null,101003418,null,101003418,922032,50
1,12,null,null,null,101003554,null,101003554,539568,50
1,12,null,null,null,101003566,null,101003566,597472,50
1,12,null,null,null,101003532,null,101003532,1152000,50
1,12,null,null,null,101003552,null,101003552,0,50
1,12,null,null,null,101003540,null,101003540,416176,50
1,12,null,null,null,101003608,null,101003608,404928,50
1,12,null,null,null,101003598,null,101003598,0,50
1,12,null,null,null,101003512,null,101003512,719424,50
1,12,null,null,null,101003429,null,101003429,0,50
1,12,null,null,null,101003534,null,101003534,1187816,50
1,12,null,null,null,101003594,null,101003594,438610,50
1,12,null,null,null,101003519,null,101003519,679680,50
1,12,null,null,null,101003122,null,101003122,0,50
1,12,null,null,null,101003198,null,101003198,427632,50
1,12,null,null,null,101003231,null,101003231,0,50
1,12,null,null,null,101003251,null,101003251,701296,50
1,12,null,null,null,101003252,null,101003252,1024000,50
1,12,null,null,null,101003291,null,101003291,0,50
1,12,null,null,null,101003343,null,101003343,681840,50
1,12,null,null,null,101003329,null,101003329,347536,50
1,12,null,null,null,101003438,null,101003438,373264,50
1,12,null,null,null,101003382,null,101003382,544624,50
1,12,null,null,null,101003426,null,101003426,719424,50
1,12,null,null,null,101003383,null,101003383,499648,50
1,12,null,null,null,101003536,null,101003536,615752,50
1,12,null,null,null,101003596,null,101003596,680592,50
1,12,null,null,null,101003503,null,101003503,397376,50
1,12,null,null,null,101003527,null,101003527,609168,50
1,12,null,null,null,101003590,null,101003590,1424592,50
1,12,null,null,null,101003514,null,101003514,583264,50
1,12,null,null,null,101003464,null,101003464,0,50
1,12,null,null,null,101003486,null,101003486,1284864,50
